Filename,Benchmark_Satisfiability,Post_Transform_Satisfiability,Pre_Transform_Solving_Time,Post_Transform_Solving_Time,Post_Transform_Solving_Time_second
storecomm_t3_np_sf_ni_00010_001.cvc.smt2,unsat,unsat,0.0769426822662353,0.2481501102447509,0.2755758762359619
smt194092121051256533.smt2,unsat,unsat,0.0806348323822021,1.0843310356140137,0.2288858890533447
smt6111014224437564259.smt2,unsat,unsat,0.0762500762939453,1.0545868873596191,0.1584031581878662
swap_t1_pp_sf_ai_00003_002.cvc.smt2,unsat,unsat,0.1558847427368164,0.2332091331481933,0.0533521175384521
swap_t3_pp_sf_ai_00007_005.cvc.smt2,unsat,unsat,0.1600110530853271,0.7671101093292236,0.1046497821807861
smt862348610184470396.smt2,unsat,unsat,0.0961651802062988,0.0880491733551025,0.8075070381164551
smt4953135282161464900.smt2,unsat,unsat,0.0506980419158935,0.1778161525726318,0.4948909282684326
storecomm_t3_pp_sf_ni_00010_006.cvc.smt2,unsat,unsat,0.0942420959472656,0.747452974319458,0.0808608531951904
smt5963100064704668089.smt2,unsat,unsat,0.2324678897857666,0.358386754989624,0.4790451526641845
swap_t1_pp_sf_ai_00003_008.cvc.smt2,unsat,unsat,0.0813918113708496,0.4922077655792236,0.8986501693725586
smt4277905976004114414.smt2,unsat,unsat,0.0755729675292968,0.2136249542236328,0.1560602188110351
storeinv_t1_pp_nf_ai_00001_001.cvc.smt2,unsat,unsat,0.1339318752288818,0.4600799083709717,0.0768978595733642
smt7092645672798492791.smt2,unsat,unsat,0.1882071495056152,0.6335270404815674,0.077880859375
smt1269517447706381031.smt2,unsat,unsat,0.0802490711212158,0.3889117240905761,0.0349817276000976
smt8618877835758306362.smt2,unsat,unsat,0.1824970245361328,0.5117120742797852,0.1500310897827148
smt7147939896033940408.smt2,unsat,unsat,0.359266996383667,0.0591888427734375,0.1281888484954834
swap_t3_pp_nf_ai_00005_008.cvc.smt2,unsat,unsat,0.3616890907287597,0.137592077255249,0.4212889671325683
swap_t3_pp_nf_ai_00005_009.cvc.smt2,unsat,unsat,0.0908730030059814,0.5117559432983398,0.3478240966796875
fb_var_5_12.smt2,unsat,unsat,0.0937988758087158,0.5078568458557129,0.0759100914001464
smt8644563128435345329.smt2,unsat,unsat,0.096830129623413,0.2827858924865722,0.0388185977935791
smt424770915908526889.smt2,unsat,unsat,0.0710668563842773,0.2747609615325928,0.2064650058746338
smt6281226815274613658.smt2,unsat,unsat,0.0670211315155029,0.4715979099273681,0.2015669345855713
storecomm_t1_pp_sf_ni_00010_004.cvc.smt2,unsat,unsat,0.0422778129577636,0.1598269939422607,0.1698849201202392
smt2897810692389626239.smt2,unsat,unsat,0.124589204788208,0.2188389301300048,0.1200509071350097
swap_t3_pp_nf_ai_00006_007.cvc.smt2,unsat,unsat,0.2004361152648925,0.5116701126098633,0.2886159420013428
smt6150185324016898914.smt2,unsat,unsat,0.0560503005981445,0.6704888343811035,0.1460742950439453
smt4697298586713226690.smt2,unsat,unsat,0.0438549518585205,0.4987647533416748,0.14518404006958
swap_t3_pp_sf_ai_00006_005.cvc.smt2,unsat,unsat,0.1974952220916748,0.6179122924804688,0.1786949634552002
smt957085527369554317.smt2,unsat,unsat,0.0941808223724365,0.4987950325012207,0.5097441673278809
smt4132343230757244602.smt2,unsat,unsat,0.3221769332885742,0.7190890312194824,0.4046459197998047
smt7178509395836479705.smt2,unsat,unsat,0.1057410240173339,0.2910361289978027,0.2744030952453613
swap_t1_pp_nf_ai_00007_004.cvc.smt2,unsat,unsat,0.0925760269165039,0.7548367977142334,0.3572161197662353
smt1823835542615668089.smt2,unsat,unsat,0.099787950515747,0.537921667098999,0.2058010101318359
smt5641415969807714253.smt2,unsat,unsat,0.1441543102264404,0.1241359710693359,0.5818970203399658
smt4181015227210656643.smt2,unsat,unsat,0.0426270961761474,0.2545499801635742,0.2703642845153808
smt8011955704126474321.smt2,unsat,unsat,0.0624806880950927,0.3836178779602051,0.2524991035461426
smt3038087770311212541.smt2,unsat,unsat,0.0940082073211669,0.5550992488861084,0.2088139057159423
smt1491157424836014881.smt2,unsat,unsat,0.0797822475433349,0.3974940776824951,0.1225700378417968
smt5103224205058501184.smt2,unsat,unsat,0.0839190483093261,0.4761221408843994,0.2588889598846435
smt377028722021915405.smt2,unsat,unsat,0.1635987758636474,0.4664618968963623,0.3121249675750732
smt4069305995038800906.smt2,unsat,unsat,0.0656850337982177,0.0844120979309082,0.1109418869018554
smt1816060575230669721.smt2,unsat,unsat,0.0727109909057617,0.0862419605255127,0.0822038650512695
smt6557511902038258587.smt2,unsat,unsat,0.0834360122680664,0.6869087219238281,0.0792691707611084
smt2010137000504826137.smt2,unsat,unsat,0.0415041446685791,0.5073089599609375,0.1881389617919922
storecomm_t1_pp_nf_ni_00030_009.cvc.smt2,unsat,unsat,0.0654828548431396,0.1645083427429199,0.1081137657165527
smt8701917448127671974.smt2,unsat,unsat,0.0813372135162353,0.4122350215911865,0.2907071113586426
smt8129085571079473607.smt2,unsat,unsat,0.1271541118621826,0.5399999618530273,0.2797970771789551
smt8855116929086333489.smt2,unsat,unsat,0.1119208335876464,0.5445911884307861,0.4302310943603515
smt1076382332286802622.smt2,unsat,unsat,0.0792071819305419,0.4811780452728271,0.3668131828308105
smt7358386960044497066.smt2,unsat,unsat,0.0830693244934082,0.8868839740753174,0.3356778621673584
smt4754789943944392049.smt2,unsat,unsat,0.2000010013580322,0.3986947536468506,0.3936009407043457
smt8139752062040253806.smt2,unsat,unsat,0.0821819305419921,0.5668501853942871,0.3268630504608154
smt407122468318533822.smt2,unsat,unsat,0.0864758491516113,0.6928369998931885,0.2791059017181396
smt5657856502894956631.smt2,unsat,unsat,0.023169994354248,0.2272019386291504,0.2925419807434082
smt7909578851601176589.smt2,unsat,unsat,0.0258898735046386,1.0791139602661133,0.2787749767303467
swap_t3_pp_nf_ai_00010_006.cvc.smt2,unsat,unsat,0.1020379066467285,3.224132776260376,2.136032819747925
smt8135394236603703050.smt2,unsat,unsat,0.0622079372406005,0.8866159915924072,0.2932569980621338
smt3204289262029909600.smt2,unsat,unsat,0.079442024230957,1.022101879119873,0.1631882190704345
smt7585830350792253192.smt2,unsat,unsat,0.293154239654541,0.7540390491485596,0.1416120529174804
smt6642385862663943481.smt2,unsat,unsat,0.0733859539031982,0.8240208625793457,0.3058350086212158
smt3405277169006856699.smt2,unsat,unsat,0.0766229629516601,1.0923869609832764,0.3930160999298095
smt9014840936023401544.smt2,unsat,unsat,0.0796890258789062,0.7358500957489014,0.1937148571014404
smt6985556550088020826.smt2,unsat,unsat,0.1848409175872802,0.6879358291625977,0.3771102428436279
swap_t3_pp_nf_ai_00005_005.cvc.smt2,unsat,unsat,0.1389679908752441,1.089062213897705,0.4642529487609863
smt971450140125177067.smt2,unsat,unsat,0.1442790031433105,0.6358537673950195,0.193605899810791
swap_t1_pp_sf_ai_00003_005.cvc.smt2,unsat,unsat,0.0436248779296875,1.0859699249267578,0.4433960914611816
smt6161395833903900850.smt2,unsat,unsat,0.3784239292144775,0.5070078372955322,0.1515212059020996
smt8974883641230246788.smt2,unsat,unsat,0.0812757015228271,1.0327410697937012,0.4380910396575928
smt4215517483378047775.smt2,unsat,unsat,0.0204389095306396,0.2065229415893554,0.0398437976837158
smt1989795988797382439.smt2,unsat,unsat,0.0209238529205322,0.3200621604919433,0.0411353111267089
smt7218190703470801014.smt2,unsat,unsat,0.0225920677185058,0.3225810527801513,0.0412962436676025
storecomm_t1_pp_nf_ni_00020_001.cvc.smt2,unsat,unsat,0.0391631126403808,0.2806458473205566,0.0403602123260498
smt6534511334474546878.smt2,unsat,unsat,0.0822310447692871,0.4682230949401855,0.451923131942749
swap_t3_pp_sf_ai_00004_006.cvc.smt2,unsat,unsat,0.0926661491394043,0.4998393058776855,0.2867567539215088
